Movie_Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Description,Box Office,Budget,Directors,Writing_Credits,poster_path
https://www.themoviedb.org/movie/653346-kingdom-of-the-planet-of-the-apes,Hành Tinh Khỉ: Vương Quốc Mới,72%,"Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu, Phim Hành Động","[('Owen Teague', 'Noa'), ('Freya Allan', 'Nova / Mae'), ('Kevin Durand', 'Proximus Caesar'), ('Peter Macon', 'Raka'), ('William H. Macy', 'Trevathan'), ('Eka Darville', 'Sylva'), ('Travis Jeffery', 'Anaya'), ('Neil Sandilands', 'Koro'), ('Sara Wiseman', 'Dar')]",05/10/2024 (VN),2h 25m,Tiếng Anh,"Phim lấy bối cảnh nhiều năm sau triều đại của Proximus Ceasar trong Đại Chiến Hành Tinh Khỉ (2017). Khỉ trở thành giống loài thống trị thế giới, còn con người phải khép mình trong bóng tối. Triều đại độc tài mới được thiết lập. Noa – một chú khỉ trẻ đặt ra những câu hỏi về quá khứ của hành tinh khỉ và dấn thân vào hành trình chống lại đế chế mới.",-,-,Wes Ball,,posters3/poster_1.jpg
https://www.themoviedb.org/movie/940721-1-0,Quái Vật Godzilla Trừ Một,77%,"Phim Khoa Học Viễn Tưởng, Phim Kinh Dị, Phim Hành Động","[('Ryunosuke Kamiki', 'Koichi Shikishima'), ('Minami Hamabe', 'Noriko Oishi'), ('Yuki Yamada', 'Shiro Mizushima'), ('Munetaka Aoki', 'Sosaku Tachibana'), ('Hidetaka Yoshioka', 'Kenji Noda'), ('Sakura Ando', 'Sumiko Ota'), ('Kuranosuke Sasaki', 'Yoji Akitsu'), ('Saki Nakatani', 'Akiko'), ('Mio Tanaka', 'Captain Tatsuo Hotta')]",11/03/2023 (JP),2h 5m,Tiếng Nhật,"Lấy bối cảnh 2 năm sau khi Thế chiến thứ hai kết thúc, kinh tế nước Nhật lúc này bị ảnh hưởng nặng nề, người dân bắt tay xây dựng lại đất nước từ tro tàn. Lúc này, Nhật Bản bị cấm vận, không chỉ kinh tế mà hầu như lĩnh vực nào cũng bị ảnh hưởng trầm trọng. Bất ngờ từ biển khơi, Godzilla xuất hiện, biến quốc gia vốn đang trong tình trạng ""số không"" trở thành ""số âm"".","$115,857,413.00 ","$15,000,000.00 ",Takashi Yamazaki,Takashi Yamazaki,posters3/poster_2.jpg
https://www.themoviedb.org/movie/967847-ghostbusters-frozen-empire,Biệt Đội Săn Ma: Kỷ Nguyên Băng Giá,67%,"Phim Giả Tượng, Phim Phiêu Lưu, Phim Hài","[('Mckenna Grace', 'Phoebe Spengler'), ('Paul Rudd', 'Gary Grooberson'), ('Carrie Coon', 'Callie Spengler'), ('Finn Wolfhard', 'Trevor Spengler'), ('Dan Aykroyd', 'Ray Stantz'), ('Kumail Nanjiani', 'Nadeem Razmaadi'), ('Patton Oswalt', 'Dr. Hubert Wartzki'), (""Celeste O'Connor"", 'Lucky Domingo'), ('Logan Kim', 'Podcast')]",03/22/2024 (US),1h 55m,Tiếng Anh,"Chuyện phim kể về gia đình Spengler quyết định rời khỏi vùng Summerville, Oklahoma để trở lại New York. Tại đây, “biệt đội săn ma nguyên bản” đã phát triển một phòng thí nghiệm nghiên cứu bảo mật cấp cao, tìm cách đưa việc tiêu diệt các hồn ma lên một bước tiến mới bằng loại vũ khí proton tối tân. Tuy nhiên, sự cố xảy ra đã vô tình giải phóng Death Chill - thế lực bí ẩn và độc ác nằm bên trong một món cổ vật. Điều này khiến cả những “cựu binh” và “tân binh” của biệt đội săn ma phải hợp tác để bảo vệ ngôi nhà của họ, cũng như bảo vệ thế giới trước mối hiểm họa mang tên Death Chill.","$195,102,874.00 ","$100,000,000.00 ",Gil Kenan,,posters3/poster_3.jpg
https://www.themoviedb.org/movie/1111873-abigail,Abigail,71%,"Phim Kinh Dị, Phim Gây Cấn","[('Melissa Barrera', 'Joey'), ('Dan Stevens', 'Frank'), ('Alisha Weir', 'Abigail'), ('Kathryn Newton', 'Sammy'), ('Kevin Durand', 'Peter'), ('William Catlett', 'Rickles'), ('Angus Cloud', 'Dean'), ('Giancarlo Esposito', 'Lambert'), ('Matthew Goode', 'Father')]",05/17/2024 (VN),1h 49m,Tiếng Anh,"Một nhóm tội phạm bắt cóc một diễn viên ba lê nhí - con gái của một ông trùm quyền lực trong thế giới ngầm. Chúng trốn đến một biệt thự biệt lập, nhưng không hề hay biết mình đang bị giam cầm cùng một ""cô bé"" hoàn toàn không bình thường.","$28,536,335.00 ","$28,000,000.00 ","Tyler Gillett, Matt Bettinelli-Olpin","Stephen Shields, Guy Busick",posters3/poster_4.jpg
https://www.themoviedb.org/movie/823464-godzilla-x-kong-the-new-empire,Godzilla x Kong: Đế Chế Mới,65%,"Phim Hành Động, Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu","[('Rebecca Hall', 'Dr. Ilene Andrews'), ('Brian Tyree Henry', 'Bernie Hayes'), ('Dan Stevens', 'Trapper'), ('Kaylee Hottle', 'Jia'), ('Alex Ferns', 'Mikael'), ('Fala Chen', 'Iwi Queen'), ('Rachel House', 'Hampton'), ('Ron Smyck', 'Harris'), ('Chantelle Jamieson', 'Jayne')]",03/29/2024 (VN),1h 55m,Tiếng Anh,"Kong và Godzilla - hai sinh vật vĩ đại huyền thoại, hai kẻ thủ truyền kiếp sẽ cùng bắt tay thực thi một sứ mệnh chung mang tính sống còn để bảo vệ nhân loại, và trận chiến gắn kết chúng với loài người mãi mãi sẽ bắt đầu.","$546,503,756.00 ","$150,000,000.00 ",Adam Wingard,"Terry Rossio, Simon Barrett, Jeremy Slater",posters3/poster_5.jpg
https://www.themoviedb.org/movie/843527-the-idea-of-you,Ý Niệm Về Anh,75%,"Phim Lãng Mạn, Phim Hài","[('Anne Hathaway', 'Solène Marchand'), ('Nicholas Galitzine', 'Hayes Campbell'), ('Ella Rubin', 'Izzy'), ('Annie Mumolo', 'Tracy'), ('Reid Scott', 'Daniel'), ('Perry Mattfeld', 'Eva'), ('Jordan Aaron Hall', 'Zeke'), ('Mathilda Gianopoulos', 'Georgia'), ('Meg Millidge', 'Claire')]",05/02/2024 (US),1h 56m,Tiếng Anh,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet.","$36,178.00 ",-,Michael Showalter,"Michael Showalter, Jennifer Westfeldt",posters3/poster_6.jpg
https://www.themoviedb.org/movie/693134-dune-part-two,Hành Tinh Cát: Phần Hai,82%,"Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu","[('Timothée Chalamet', 'Paul Atreides'), ('Zendaya', 'Chani'), ('Rebecca Ferguson', 'Jessica'), ('Javier Bardem', 'Stilgar'), ('Josh Brolin', 'Gurney Halleck'), ('Austin Butler', 'Feyd-Rautha'), ('Florence Pugh', 'Princess Irulan'), ('Dave Bautista', 'Beast Rabban'), ('Christopher Walken', 'Emperor')]",03/01/2024 (VN),2h 47m,Tiếng Anh,"Hãy theo chân hành trình của Paul Atreides khi anh ấy cùng với Chani và những người Fremen trên con đường trả thù những kẻ đã âm mưu phá hủy gia đình của anh. Đối diện với sự lựa chọn giữa tình yêu của đời mình và số phận của vũ trụ rộng lớn, Paul phải cố ngăn chặn một tương lai kinh khủng chỉ có anh mới nhìn thấy được.","$704,300,257.00 ","$190,000,000.00 ",Denis Villeneuve,"Denis Villeneuve, Jon Spaihts",posters3/poster_7.jpg
https://www.themoviedb.org/movie/1011985-kung-fu-panda-4,Kung Fu Panda 4,71%,"Phim Hoạt Hình, Phim Hành Động, Phim Gia Đình, Phim Hài, Phim Giả Tượng","[('Jack Black', 'Po (voice)'), ('Awkwafina', 'Zhen (voice)'), ('Viola Davis', 'The Chameleon (voice)'), ('Dustin Hoffman', 'Shifu (voice)'), ('Bryan Cranston', 'Li (voice)'), ('James Hong', 'Mr. Ping (voice)'), ('Ian McShane', 'Tai Lung (voice)'), ('Ke Huy Quan', 'Han (voice)'), ('Ronny Chieng', 'Fish (voice)')]",03/08/2024 (VN),1h 34m,Tiếng Anh,"Sau khi Po được chọn trở thành Thủ lĩnh tinh thần của Thung lũng Bình Yên, Po cần tìm và huấn luyện một Chiến binh Rồng mới, trong khi đó một mụ phù thủy độc ác lên kế hoạch triệu hồi lại tất cả những kẻ phản diện mà Po đã đánh bại về cõi linh hồn.","$520,540,090.00 ","$85,000,000.00 ",Mike Mitchell,,posters3/poster_8.jpg
https://www.themoviedb.org/movie/1219685-un-pere-ideal,Un père idéal,50%,"Phim Chính Kịch, Chương Trình Truyền Hình","[('Laurent Gerra', 'Michel'), ('Eddy Mitchell', 'Jeff'), ('Laure-Lucille Simon', 'Florence Pasquier'), ('Jérôme Kircher', 'Max'), ('Tess Barthélémy', 'Christelle'), ('Bérangère Bonvoisin', 'Sylvie'), ('Denez Raoul', 'Paul'), ('Alice Aliaga', 'Karine'), ('Rufus', ""L'Evêque"")]",04/21/2024 (BE),,Tiếng Pháp,We don't have an overview translated in English. Help us expand our database by adding one.,-,-,Hélène Fillières,"Hélène Fillières, Claude Scasso",posters3/poster_9.jpg
https://www.themoviedb.org/movie/1094844-ape-vs-mecha-ape,Siêu Khỉ Cuồng Nộ,54%,"Phim Hành Động, Phim Khoa Học Viễn Tưởng","[('Tom Arnold', 'Hamilton'), ('Eugenia Kuzmina', 'Zara'), ('Corbin Timbrook', 'Pierce'), ('Jack Pearson', 'Joel'), ('Brendan Petrizzo', 'Volodrezjkan Soldier'), ('Xander Bailey', 'Arnott'), ('Lindsey Marie Wilson', 'Blanka'), ('Lisa Lee', 'Laura'), ('Maureen Kedes', 'Boyd')]",01/12/2024 (VN),1h 20m,Tiếng Anh,"Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.",-,-,Marc Gottlieb,,posters3/poster_10.jpg
https://www.themoviedb.org/movie/920342,Monster's Battlefield,65%,Phim Khoa Học Viễn Tưởng,"[('Zhang Meng', ''), ('Li Ning', ''), ('Gu Jing', '')]",12/27/2021 (CN),,Tiếng Trung Quốc,"The soldier king Qin Yang's fiancée Ye Qin met with an unknown beast and died tragically. Gu Ping invites him to participate in Ye Qin's scientific research before her death. But Gu Ping is using Ye Qin's research results to combine the genes of unknown beasts to create the ""Zero"" dragon creature. The intelligent dragon creature, coupled with the extra-terrestrial beast evolved by devouring, an imminent city war is coming...",-,-,Xu Shixing,,posters3/poster_11.jpg
https://www.themoviedb.org/movie/1096197-no-way-up,Vòng Vây Cá Mập,64%,"Phim Hành Động, Phim Kinh Dị, Phim Gây Cấn","[('Colm Meaney', 'Brandon'), ('Phyllis Logan', 'Mardy'), ('Sophie McIntosh', 'Ava'), ('Will Attenborough', 'Kyle'), ('Jeremias Amoore', 'Jed'), ('Manuel Pacific', 'Danilo'), ('Grace Nettle', 'Rosa'), ('James Carroll Jordan', 'Hank'), ('David J Biscoe', 'Plane Passenger')]",01/26/2024 (VN),1h 30m,Tiếng Anh,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,-,-,Claudio Fäh,,posters3/poster_12.jpg
https://www.themoviedb.org/movie/748783-the-garfield-movie,Garfield - Mèo Béo Siêu Quậy,65%,"Phim Hoạt Hình, Phim Hài, Phim Gia Đình","[('Chris Pratt', 'Garfield (voice)'), ('Samuel L. Jackson', 'Vic (voice)'), ('Harvey Guillén', 'Odie (voice)'), ('Nicholas Hoult', 'Jon Arbuckle (voice)'), ('Hannah Waddingham', 'Jinx (voice)'), ('Brett Goldstein', 'Roland (voice)'), ('Bowen Yang', 'Nolan (voice)'), ('Ving Rhames', 'Otto (voice)'), ('Cecily Strong', 'Marge (voice)')]",05/31/2024 (VN),1h 41m,Tiếng Anh,"Trong bộ phim hoạt hình này, chú mèo mê đồ ăn Garfield bị cuốn vào một vụ trộm để giúp cha mình - một tên trộm đường phố, khỏi một chú mèo biểu diễn khác đang muốn trả thù ông. Bắt đầu như một mối quan hệ hợp tác miễn cưỡng và kết thúc bằng việc Garfield và Vic nhận ra rằng cha con họ không hề khác biệt như vẻ ngoài của mình.","$22,000,000.00 ",-,Mark Dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds",posters3/poster_13.jpg
https://www.themoviedb.org/movie/934632-rebel-moon-part-two-the-scargiver,Rebel Moon – Phần hai: Kẻ khắc vết sẹo,61%,"Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Chính Kịch","[('Sofia Boutella', 'Kora'), ('Michiel Huisman', 'Gunnar'), ('Ed Skrein', 'Atticus Noble'), ('Djimon Hounsou', 'Titus'), ('Bae Doona', 'Nemesis'), ('Staz Nair', 'Tarak'), ('Elise Duffy', 'Milius'), ('Anthony Hopkins', 'Jimmy (voice)'), ('Cleopatra Coleman', 'Devra')]",04/19/2024 (VN),2h 3m,Tiếng Anh,"Quân kháng chiến chuẩn bị chiến đấu với các thế lực tàn nhẫn ở Thế Giới Mẹ khi các mối liên kết không thể phá vỡ được thiết lập, anh hùng xuất hiện và huyền thoại được tạo nên.",-,"$83,000,000.00 ",Zack Snyder,"Zack Snyder, Kurt Johnstad, Shay Hatten",posters3/poster_14.jpg
https://www.themoviedb.org/movie/1057001-the-childe,Quý Công Tử,70%,"Phim Hành Động, Phim Gây Cấn, Phim Chính Kịch","[('Kim Seon-ho', 'Nobleman'), ('Kang Tae-ju', 'Marco Han'), ('Kim Kang-woo', 'Director Han'), ('Go Ara', 'Yoon-ju'), ('Jung Lael', 'Ga-young'), ('Heo Joon-seok', 'Lawyer Kang'), ('Choi Jung-woo', 'President Han'), ('Lee Ki-young', 'Mr. Kim'), ('Noreen Joyce Guerra', 'Nicole Garcia')]",06/21/2023 (KR),1h 58m,Tiếng Hàn,"Quý Công Tử xoay quanh người đàn ông bí ẩn được biết đến với tên gọi “Quý Công Tử”. Gã đột nhiên xuất hiện trước mắt Marco, một thanh niên người Philippines mơ ước trở thành vận động viên boxing chuyên nghiệp, lang thang khắp các sàn đấu bất hợp pháp tại đây. Nhằm chi trả cho viện phí của mẹ, Marco đến Hàn Quốc để tìm người cha đã bỏ rơi hai mẹ con cậu từ lâu. Đụng độ Quý Công Tử cùng hàng loạt những con người bí hiểm trong thế giới ngầm, Marco trở thành mục tiêu duy nhất của những thế lực mang nhiều mục đích khác nhau. Cuộc truy đuổi điên cuồng bắt đầu.",-,-,"Park Hoon-jung, Kim Kang-woo",,posters3/poster_15.jpg
https://www.themoviedb.org/movie/7451-xxx,Điệp Viên xXx,59%,"Phim Hành Động, Phim Phiêu Lưu, Phim Gây Cấn, Phim Hình Sự","[('Vin Diesel', 'Xander Cage'), ('Asia Argento', 'Yelena'), ('Marton Csokas', 'Yorgi'), ('Samuel L. Jackson', 'Agent Augustus Gibbons'), ('Michael Roof', 'Agent Toby Lee Shavers'), ('Richy Müller', 'Milan Sova'), ('Werner Daehn', 'Kirill'), ('Petr Jákl', 'Kolya'), ('Jan Filipenský', 'Viktor')]",08/09/2002 (US),2h 4m,Tiếng Anh,"Xander xXx Cage vốn nổi tiếng là một người say mê các trò mạo hiểm chết người và cho đến nay vẫn chưa từng bị luật pháp sờ gáy. Nhưng nhân viên tình báo Augustus Gibbons đã buộc xXx cộng tác với chính phủ bằng cách xâm nhập vào một tổ chức tội phạm của Nga. Nhiệm vụ của anh là thu thập thông tin về âm mưu tàn phá trái đất của nhóm phi chính phủ do Yorgi cầm đầu, đổi lại xXx sẽ không phải chôn chân trong nhà đá. Ông tìm cách đưa xXx lọt vào thế giới ngầm của bọn tội phạm mà không bị chúng phát giác. Với lòng dũng cảm và tài năng, anh phải vượt qua một đối thủ “khó nhằn” hơn bất kỳ thử thách nào anh từng đối mặt...","$277,500,000.00 ","$70,000,000.00 ",Rob Cohen,Rich Wilkes,posters3/poster_16.jpg
https://www.themoviedb.org/movie/872585-oppenheimer,Oppenheimer,81%,"Phim Chính Kịch, Phim Lịch Sử","[('Cillian Murphy', 'J. Robert Oppenheimer'), ('Emily Blunt', 'Kitty Oppenheimer'), ('Matt Damon', 'Leslie Groves'), ('Robert Downey Jr.', 'Lewis Strauss'), ('Florence Pugh', 'Jean Tatlock'), ('Josh Hartnett', 'Ernest Lawrence'), ('Casey Affleck', 'Boris Pash'), ('Rami Malek', 'David Hill'), ('Kenneth Branagh', 'Niels Bohr')]",08/04/2023 (VN),3h 1m,Tiếng Anh,"Với nhân vật trung tâm là J. Robert Oppenheimer, nhà vật lý lý thuyết người đứng đầu phòng thí nghiệm Los Alamos, thời kỳ Thế chiến II. Ông đóng vai trò quan trọng trong Dự án Manhattan, tiên phong trong nhiệm vụ phát triển vũ khí hạt nhân, và được coi là một trong những “cha đẻ của bom nguyên tử”.","$952,000,000.00 ","$100,000,000.00 ",Christopher Nolan,,posters3/poster_17.jpg
https://www.themoviedb.org/movie/1041613-immaculate,Tu Viện Máu,62%,"Phim Kinh Dị, Phim Bí Ẩn, Phim Gây Cấn","[('Sydney Sweeney', 'Sister Cecilia'), ('Álvaro Morte', 'Father Sal Tedeschi'), ('Benedetta Porcaroli', 'Sister Gwen'), ('Dora Romano', 'Mother Superior'), ('Giorgio Colangeli', 'Cardinal Franco Merola'), ('Simona Tabasco', 'Sister Mary'), ('Giampiero Judica', 'Dr. Gallo'), ('Niccolò Senni', 'Customs Official'), ('Giulia Heathfield Di Renzi', 'Sister Isabelle')]",04/19/2024 (VN),1h 29m,Tiếng Anh,"Cecilia, một phụ nữ sùng đạo, được chào đón nồng nhiệt khi đến vùng nông thôn Ý, nơi cô được giao một vai trò mới tại một tu viện lừng danh. Nhưng Cecilia nhận ra rằng ngôi nhà mới của cô ẩn chứa những bí mật đen tối và kinh hoàng.","$22,314,913.00 ","$9,000,000.00 ",Michael Mohan,Andrew Lobel,posters3/poster_18.jpg
https://www.themoviedb.org/movie/438631-dune,Hành Tinh Cát,78%,"Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu","[('Timothée Chalamet', 'Paul Atreides'), ('Rebecca Ferguson', 'Lady Jessica Atreides'), ('Oscar Isaac', 'Duke Leto Atreides'), ('Jason Momoa', 'Duncan Idaho'), ('Josh Brolin', 'Gurney Halleck'), ('Stellan Skarsgård', 'Baron Vladimir Harkonnen'), ('Stephen McKinley Henderson', 'Thufir Hawat'), ('Javier Bardem', 'Stilgar'), ('Sharon Duncan-Brewster', 'Dr. Liet Kynes')]",12/10/2021 (VN),2h 35m,Tiếng Anh,Là chuyến hành trình sử thi đầy cảm xúc của Paul Atreides – một chàng thanh niên trẻ tài ba xuất chúng được sinh ra với một sứ mệnh vĩ đại vượt ngoài tầm hiểu biết của chính bản thân anh. Paul đã phải du hành tới hành tinh nguy hiểm nhất trong Vũ trụ để đảm bảo được tương lai cho gia đình cũng như những người dân của anh ấy. Khi các thế lực tàn độc bắt đầu lao vào cuộc xung đột nhằm tranh giành độc quyền nguồn tài nguyên có giá trị nhất hành tinh – thứ nhiên liệu quý giá có khả năng kích hoạt những tiềm năng lớn nhất của nhân loại – chỉ những người chiến thắng được nỗi sợ hãi của mình mới có thể sống sót.,"$407,573,628.00 ","$165,000,000.00 ",Denis Villeneuve,"Denis Villeneuve, Eric Roth, Jon Spaihts",posters3/poster_19.jpg
https://www.themoviedb.org/movie/119450-dawn-of-the-planet-of-the-apes,Sự Khởi Đầu Của Hành Tinh Khỉ,73%,"Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Chính Kịch, Phim Gây Cấn","[('Andy Serkis', 'Caesar'), ('Jason Clarke', 'Malcolm'), ('Gary Oldman', 'Dreyfus'), ('Keri Russell', 'Ellie'), ('Toby Kebbell', 'Koba'), ('Kodi Smit-McPhee', 'Alexander'), ('Judy Greer', 'Cornelia'), ('Nick Thurston', 'Blue Eyes'), ('Terry Notary', 'Rocket')]",07/11/2014 (VN),2h 11m,Tiếng Anh,"Bắt đầu từ năm 2016, virus ALZ-113 đã làm sụp đổ nền văn minh của loài người, dẫn đến lệnh thiết quân luật, tình trạng bất ổn dân sự và sự sụp đổ kinh tế của mọi quốc gia.","$710,600,000.00 ","$170,000,000.00 ",Matt Reeves,,posters3/poster_20.jpg
https://www.themoviedb.org/movie/385687-fast-x,Fast & Furious X,71%,"Phim Hành Động, Phim Hình Sự, Phim Gây Cấn","[('Vin Diesel', 'Dominic Toretto'), ('Michelle Rodriguez', 'Letty Ortiz'), ('Tyrese Gibson', 'Roman Pearce'), ('Ludacris', 'Tej Parker'), ('John Cena', 'Jakob Toretto'), ('Nathalie Emmanuel', 'Ramsey'), ('Jordana Brewster', 'Mia Toretto'), ('Sung Kang', 'Han Lue'), ('Jason Momoa', 'Dante Reyes')]",05/19/2023 (VN),2h 22m,Tiếng Anh,Dom Toretto và gia đình anh ta là mục tiêu của đứa con trai đầy thù hận của trùm ma túy Hernan Reyes.,"$704,709,660.00 ","$340,000,000.00 ",Louis Leterrier,"Justin Lin, Dan Mazeau",posters3/poster_21.jpg
https://www.themoviedb.org/movie/940551-migration,Nhà Vịt Di Cư,,,[],,,,,,,,,posters3/poster_22.jpg
https://www.themoviedb.org/movie/850888-sayen-la-cazadora,Sayen: The Huntress,64%,"Phim Hành Động, Phim Gây Cấn","[('Rallén Montenegro', 'Sayen'), ('Aarón Díaz', 'Fisk'), ('Eva De Dominici', 'Sofia'), ('Alfredo Castro', 'Alfredo Castro'), ('Eyal Meyer', 'Aguilar'), ('Amalia Kassai', 'Mari'), ('Dindi Jane', 'Antonia'), ('Steevens Benjamin', 'Baptiste'), ('Camilo Arancibia', 'José')]",04/26/2024 (CL),1h 28m,Tiếng Tây Ban Nhà kiểu Cax-ti-le,"Realizing that she cannot take down Fisk alone, Sayen teams up with an underground resistance group with a plan to expose and end Fisk's unchecked plundering once and for all.",-,-,Alexander Witt,,posters3/poster_23.jpg
https://www.themoviedb.org/movie/929590-civil-war,Ngày Tàn Của Đế Quốc,74%,"Phim Chiến Tranh, Phim Hành Động, Phim Chính Kịch","[('Kirsten Dunst', 'Lee'), ('Wagner Moura', 'Joel'), ('Cailee Spaeny', 'Jessie'), ('Stephen McKinley Henderson', 'Sammy'), ('Nelson Lee', 'Tony'), ('Nick Offerman', 'President'), ('Jefferson White', 'Dave'), ('Evan Lai', 'Bohai'), ('Vince Pisani', 'Concierge')]",04/12/2024 (VN),1h 49m,Tiếng Anh,"Cuộc hành trình xuyên nước Mỹ trong một tương lai đen tối, theo chân một nhóm nhà báo gắn bó cùng quân đội chạy đua với thời gian để đến Washington D.C. trước khi các phe phái nổi dậy tràn vào Nhà Trắng.","$95,684,707.00 ","$50,000,000.00 ",Alex Garland,,posters3/poster_24.jpg
https://www.themoviedb.org/movie/1105407-damaged,Damaged,49%,"Phim Hành Động, Phim Hình Sự, Phim Gây Cấn","[('Samuel L. Jackson', 'Dan Lawson'), ('Vincent Cassel', 'Bravo'), ('Gianni Capaldi', 'Glen Boyd'), ('Kate Dickie', 'Kessler'), ('John Hannah', 'McGregor'), ('Laura Haddock', 'Marie'), ('Brian McCardie', 'Avery'), ('Samantha Coughlan', 'Sarah'), ('Nicolette McKeown', 'Abigail Myres')]",04/12/2024 (US),1h 38m,Tiếng Anh,"A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend.",-,-,Terry McDonough,,posters3/poster_25.jpg
https://www.themoviedb.org/movie/634492-madame-web,Quý Cô Mạng Nhện,56%,"Phim Hành Động, Phim Giả Tượng","[('Dakota Johnson', 'Cassandra Webb'), ('Sydney Sweeney', 'Julia Cornwall'), ('Isabela Merced', 'Anya Corazón'), (""Celeste O'Connor"", 'Mattie Franklin'), ('Tahar Rahim', 'Ezekiel Sims'), ('Kerry Bishé', 'Constance'), ('Adam Scott', 'Ben Parker'), ('Emma Roberts', 'Mary Parker'), ('Mike Epps', ""O'Neil"")]",02/14/2024 (VN),1h 56m,Tiếng Anh,"Bộ phim kể về nguồn gốc của một đồng minh Người Nhện, một nhân vật trong truyện tranh Marvel có sức mạnh liên kết đa vũ trụ - Cassandra Webb (Dakota Johnson) hay còn được biết đến là Madame Web. Sở hữu khả năng và giác quan nhạy bén của loài nhện, Cassandra có khả năng thấu thị, thần giao cách cảm và nhìn trước tương lai. Chính từ đây mà số phận của cô ấy trở nên gắn bó một cách bí ẩn với ba cô gái khác là Julia Carpenter (Sydney Sweeney), Anya Corazon (Isabela Merced) và Mattie Franklin (Celeste O'Connor) - những người được dự đoán là thế hệ tương lai của Người Nhện.","$100,298,817.00 ","$80,000,000.00 ",S.J. Clarkson,"S.J. Clarkson, Burk Sharpless, Matt Sazama, Claire Parker",posters3/poster_26.jpg
https://www.themoviedb.org/movie/359410-road-house,Nhà Ven Đường,70%,"Phim Hành Động, Phim Gây Cấn","[('Jake Gyllenhaal', 'Dalton'), ('Daniela Melchior', 'Ellie'), ('Billy Magnussen', 'Ben Brandt'), ('Jessica Williams', 'Frankie'), ('Joaquim de Almeida', 'Sheriff'), ('Hannah Love Lanier', 'Charlie'), ('J. D. Pardo', 'Dell'), ('Arturo Castro', 'Moe'), ('Conor McGregor', 'Knox')]",03/08/2024 (US),2h 1m,Tiếng Anh,"Road House là một bộ phim hành động Mỹ năm 2024 của đạo diễn Doug Liman từ kịch bản của Anthony Bagarozzi và Chuck Mondry, và là phiên bản làm lại của bộ phim năm 1989. Phim có sự tham gia của Jake Gyllenhaal, Daniela Melchior, Conor McGregor (trong bộ phim đầu tay của anh), J. D. Pardo, Arturo Castro và Billy Magnussen. Joel Silver sản xuất bộ phim, như anh ấy đã làm bản gốc.",-,"$85,000,000.00 ",Doug Liman,"Charles Mondry, Anthony Bagarozzi",posters3/poster_27.jpg
https://www.themoviedb.org/movie/601796-1,Cuộc Chiến Xuyên Không,68%,"Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Giả Tượng, Phim Phiêu Lưu","[('Ryu Jun-yeol', 'Muruk'), ('Kim Woo-bin', 'Guard / Thunder'), ('Kim Tae-ri', 'Ean'), ('So Ji-sub', 'Moon Do-seok'), ('Yum Jung-ah', 'Madam Black'), ('Jo Woo-jin', 'Mr. Blue'), ('Kim Eui-sung', 'Jajang / Doctor'), ('Lee Ha-nee', 'Min Gaelin'), ('Shin Jung-keun', 'Right Paw')]",07/20/2022 (KR),2h 22m,Tiếng Hàn,"Năm 2022, hai người ngoài hành tinh là Guard (Kim Woo-bin) và Thunder sinh sống tại Trái Đất đang tìm kiếm những tù nhân vượt ngục, vốn bị họ giam giữ trong cơ thể con người. Cảnh sát Moon (So Ji-sub) vô tình trở thành đối tượng bị truy đuổi mà không rõ lý do. Cùng lúc đó, ở triều đại Goryeo hơn 630 năm về trước, pháp sư xui xẻo Muruk (Ryu Jun-yeol) và “cô gái bắn sấm sét” Ean (Kim Tae-ri) đang cố gắng tranh giành một thanh gươm thần huyền thoại. Cuộc chiến khốc liệt ấy còn có sự tham gia của hai phù thủy hắc ám là Madam Black (Yum Jung-ah) và Mr. Blue (Jo Woo-Jin), cùng kẻ đeo mặt nạ bí ẩn Jajang (Kim Eui-sung). Một cánh cổng thời gian xuất hiện và mở ra sự kết nối giữa hai thời đại, tạo nên tình huống hỗn loạn chưa từng thấy","$12,600,000.00 ","$24,500,000.00 ",Choi Dong-hoon,,posters3/poster_28.jpg
