Movie_Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Country,Original_Language,Companies,Description,Budget,Box Office,Certificate (MPAA),Directors,Writing_Credits,poster_path
https://www.imdb.com/title/tt1032755/?ref_=sr_t_269,RocknRolla,7.2,"Action, Crime, Thriller","Gerard Butler, Tom Wilkinson, Idris Elba, Thandiwe Newton, Mark Strong, Tom Hardy, Karel Roden, Toby Kebbell, Jeremy Piven, Ludacris, Jimi Mistry, Matt King, Geoff Bell, Dragan Micanovic, Michael Ryan, Nonso Anozie, Gemma Arterton, David Bark-Jones","October 31, 2008 (United States)",1 hour 54 minutes,United Kingdom,English,"Warner Bros., Dark Castle Entertainment, Toff Guy Films","When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob.","$18,000,000 (estimated)","$25,742,207",R,Guy Ritchie,Guy Ritchie,"https://m.media-amazon.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0488120/?ref_=sr_t_270,Fracture,7.2,"Crime, Drama, Thriller","Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, Embeth Davidtz, Billy Burke, Cliff Curtis, Fiona Shaw, Bob Gunton, Josh Stamberg, Xander Berkeley, Zoe Kazan, Judith Scott, Gary Carlos Cervantes, Petrea Burchard, Garz Chan, Wendy Cutler, Larry Sullivan","April 20, 2007 (United States)",1 hour 53 minutes,Germany,English,"New Line Cinema, Castle Rock Entertainment, Weinstock Productions","After shooting his wife, Ted confesses his crime and asks the court to move his case to trial. He represents himself against Willy, a successful lawyer. But there's more to the case than meets the eye.",,,R,Gregory Hoblit,"Daniel Pyne, Glenn Gers, Daniel Pyne","https://m.media-amazon.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0418763/?ref_=sr_t_271,Jarhead,7.0,"Biography, Drama, War","Jake Gyllenhaal, Jamie Foxx, Lucas Black, Scott MacDonald, Peter Sarsgaard, Ming Lo, Kevin Foster, Brian Geraghty, Damion Poitier, Riad Galayini, Craig Coyne, Katherine Randolph, Rini Bell, Dendrie Taylor, James Morrison, Arman Zajic, Brianne Davis, Brian Casey","November 4, 2005 (United States)",2 hours 5 minutes,United States,English,"Universal Pictures, Red Wagon Entertainment, Neal Street Productions","A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.","$72,000,000 (estimated)","$97,076,152",R,Sam Mendes,"William Broyles Jr., Anthony Swofford","https://m.media-amazon.com/images/M/MV5BYmMyNGM4NWItYjgwYS00N2Q2LWJmY2YtY2ViNWYwMzRhODlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt7401588/?ref_=sr_t_272,Instant Family,7.3,"Comedy, Drama","Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar, Julianna Gamiz, Octavia Spencer, Tig Notaro, Tom Segura, Allyn Rachel, Britt Rentschler, Jody Thompson, Margo Martindale, Julie Hagerty, Michael O'Keefe, Joan Cusack, Gary Weeks, Joy Jacobson, Andrea Anders","November 16, 2018 (United States)",1 hour 58 minutes,United States,English,"Paramount Pictures, Closest to the Hole Productions, Leverage Entertainment",A couple find themselves in over their heads when they foster three children.,"$48,000,000 (estimated)","$120,989,830",PG-13,Sean Anders,"Sean Anders, John Morris","https://m.media-amazon.com/images/M/MV5BZjFmYTUwMTctNGYwMy00NWE5LTkxNmItODI3MGE4YTg4N2QxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt3906732/?ref_=sr_t_273,Good Witch,7.3,"Comedy, Drama, Fantasy","Catherine Bell, Catherine Disher, James Denton, Kylee Evans, Sarah Power, Bailee Madison, Rhys Matthew Bond, Peter MacNeill, Marc Bendavid, Scott Cavalheiro, Paul Miller, Dan Jeannotte, Kate Corbett, Noah Cappe, Katherine Barrell, Rebecca Dalton, Jefferson Brown, Anthony Lemke","February 28, 2015 (United States)",48 minutes,Canada,English,"Whizbang Films, ITV Studios","""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.",,,TV-PG,"Craig Pryce, Laurie Lynd, Stefan Scaini, Jonathan Wright, T.W. Peacocke, Alison Reid, Michael Kennedy, Martin Wood, Don McBrearty, Cal Coons, Don McCutcheon, Philip Earnshaw, Andy Mikita, Rich Newey, Craig Wallace, Annie Bradley, Steve DiMarco","Rod Spence, Craig Pryce, Sue Tenney, Sue Tenney, Sue Tenney, Sue Tenney, Sue Tenney, Sue Tenney, Sue Tenney, Bill Fuller, Bill Fuller, Bill Fuller, Bill Fuller, Erinne Dobson, Erinne Dobson, Erinne Dobson, Darin Goldberg, Dean Batali, Dean Batali, Vincent Pagano, Elysse Applebaum, Deanna Shumaker, Deanna Shumaker, Bruce Graham, Bruce Graham, Amy Palmer Robertson, Carlee Malemute, Jesenia Ruiz, Garth Twa, Cole Bastedo, Cole Bastedo, Jackson Rock, Jackson Rock, Jed Seidel, Skander Halim, Dawn DeKeyser, Roger Grant, Sean Alexander, Sheryl J. Anderson, Sarah Larsen, Ron Osborn, Jeff Reno, Nicole Demerse, Anthony Epling, Zoila A. Galeano, Donna Thorland, James Battiston","https://m.media-amazon.com/images/M/MV5BNjExMTJkMWEtYTM1Yy00YjBlLWEzOWItNGM0YzZjNzFkMjlkXkEyXkFqcGdeQXVyMTE2OTE2MzE1._V1_QL75_UY281_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0116778/?ref_=sr_t_274,Kingpin,6.9,"Comedy, Sport","Woody Harrelson, Randy Quaid, Bill Murray, Vanessa Angel, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye, Zen Gesner, Prudence Wright Holmes, Rob Moran, Daniel Greene, Will Rothhaar, Mark Charpentier, Brad Faxon, Billy Andrade, Paul DeWolf, Jill Lytle","July 26, 1996 (United States)",1 hour 54 minutes,United States,English,"Rysher Entertainment, Motion Picture Corporation of America (MPCA)","A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.","$27,000,000 (estimated)","$25,023,434",PG-13,"Bobby Farrelly, Peter Farrelly","Barry Fanaro, Mort Nathan","https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
https://www.imdb.com/title/tt0119008/?ref_=sr_t_275,Donnie Brasco,7.7,"Biography, Crime, Drama","Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Brian Tarantina, Rocco Sisto, Zach Grenier, Walt MacPherson, Ronnie Farer, Terry Serpico, Gretchen Mol, Tony Lip, George Angelica","February 28, 1997 (United States)",2 hours 7 minutes,United States,English,"Mandalay Entertainment, Baltimore Pictures, Mark Johnson Productions",An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,"$35,000,000 (estimated)","$124,909,762",R,Mike Newell,"Joseph D. Pistone, Richard Woodley, Paul Attanasio","https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
https://www.imdb.com/title/tt0120631/?ref_=sr_t_276,Ever After: A Cinderella Story,7.1,"Drama, Romance","Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey, Megan Dodds, Melanie Lynskey, Timothy West, Judy Parfitt, Jeroen Krabbé, Lee Ingleby, Kate Lansbury, Matyelok Gibbs, Walter Sparrow, Jeanne Moreau, Anna Maguire, Richard O'Brien, Peter Gunn, Joerg Stadler","July 31, 1998 (United States)",2 hours 1 minute,United States,English,Twentieth Century Fox,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.","$26,000,000 (estimated)","$98,005,666",PG-13,Andy Tennant,"Susannah Grant, Andy Tennant, Rick Parks, Charles Perrault","https://m.media-amazon.com/images/M/MV5BN2FhYTY5ODItOGU4OC00MTkyLTlmYTMtYjIxN2Y4MmVlMDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0456554/?ref_=sr_t_277,Grandma's Boy,6.9,Comedy,"Allen Covert, Linda Cardellini, Shirley Jones, Peter Dante, Shirley Knight, Joel David Moore, Kevin Nealon, Doris Roberts, Nick Swardson, Jonah Hill, Kelvin Yu, Chuck Church, Scott Halberstadt, Heidi Hawking, Shana Hiatt, Todd Holland, John Kirk, Geno Kirkland","January 6, 2006 (United States)",1 hour 34 minutes,United States,English,"Twentieth Century Fox, Level 1 Entertainment, Happy Madison Productions",A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.,,,R,Nicholaus Goossen,"Barry Wernick, Allen Covert, Nick Swardson","https://m.media-amazon.com/images/M/MV5BMDFiYzQ0NzktMGNkNy00YTQ0LTgxODgtNDViNGIxMTc1NGFjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
https://www.imdb.com/title/tt2384811/?ref_=sr_t_278,Utopia,8.4,"Drama, Mystery, Sci-Fi","Adeel Akhtar, Paul Higgins, Neil Maskell, Fiona O'Shaughnessy, Alistair Petrie, Alexandra Roach, Nathan Stewart-Jarrett, Oliver Woollford, Ruth Gemmell, Geraldine James, Emilia Jones, Paul Ready, James Fox, Anna Madeley, Stephen Rea, Sylvestra Le Touzel, Ian McDiarmid, Simon McBurney","January 15, 2013 (United States)",50 minutes,United Kingdom,English,Kudos Film and Television,"After a group of people, who meet online, discover a bizarre graphic novel which seems to hold mysterious answers, they find themselves being tracked down by a merciless organization known merely as 'The Network'.",,,TV-MA,"Marc Munden, Alex Garcia Lopez, Wayne Yip, Samuel Donovan","Mark Aldridge, Dennis Kelly, Dennis Kelly, Dennis Kelly, Huw Kennair-Jones, Clare McDonald, John Donnelly","https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@._V1_QL75_UY281_CR1,0,190,281_.jpg"
https://www.imdb.com/title/tt0280590/?ref_=sr_t_279,Mr. Deeds,5.8,"Comedy, Romance","Adam Sandler, Winona Ryder, John Turturro, Allen Covert, Peter Gallagher, Jared Harris, Erick Avari, Peter Dante, Conchata Ferrell, Harve Presnell, Steve Buscemi, Blake Clark, John McEnroe, J.B. Smoove, Tom McNulty, Buddy Bolton, Angelito Bautista, Scott Thompson Baker","June 28, 2002 (United States)",1 hour 36 minutes,United States,English,"Columbia Pictures, New Line Cinema, Happy Madison Productions","A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.","$50,000,000 (estimated)","$171,269,535",PG-13,Steven Brill,"Clarence Budington Kelland, Robert Riskin, Tim Herlihy","https://m.media-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
https://www.imdb.com/title/tt1748122/?ref_=sr_t_280,Moonrise Kingdom,7.8,"Adventure, Comedy, Drama","Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray, Edward Norton, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Lucas Hedges, Charlie Kilgore, Andreas Sheikh, Chandler Frantz, Robert Hadlock, L.J. Foley, Gabriel Rush, Seamus Davey-Fitzpatrick, Tommy Nelson","June 29, 2012 (United States)",1 hour 34 minutes,United States,English,"Indian Paintbrush, American Empirical Pictures, Moonrise","Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.","$16,000,000 (estimated)","$68,265,576",PG-13,Wes Anderson,"Wes Anderson, Roman Coppola","https://m.media-amazon.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt5912064/?ref_=sr_t_281,Kim's Convenience,8.2,Comedy,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu, Andrew Phung, Nicole Power, Ben Beauchemin, Michael Musi, Ziad Ek, Akosua Amo-Adem, Sugith Varughese, Amanda Brugel, John Ng, Gabriella Sundar Singh, Derek McGrath, Rodrigo Fernandez-Stoll, Christina Song, Ellora Patnaik","October 11, 2016 (United States)",22 minutes,Canada,English,"Canadian Broadcasting Corporation (CBC), Soulpepper Theatre Company, Strada Films",The misadventures of a Korean-Canadian family running a convenience store.,,,TV-14,"Peter Wellington, Renuka Jeyapalan, Siobhan Devine, Dawn Wilkinson, James Genn, Aleysa Young, Sherren Lee, Weyni Mengesha, Justin Wu","Ins Choi, Ins Choi, Ins Choi, Ins Choi, Ins Choi, Kevin White, Kevin White, Kevin White, Amelia Haller, Amelia Haller, Clara Altimas, Clara Altimas, Matt Kippen, Matt Kippen, Carly Stone, Carly Stone, Sophie Marsh, Anita Kapila, Anita Kapila, Sonja Bennett, Sonja Bennett, Rebecca Kohler, Rebecca Kohler, Nadiya Chettiar, Nadiya Chettiar, Jean Kim, Barbara Mamabolo, Zlatina Pacheva, Allana Reoch, Kat Sandler, Kat Sandler, Garry Campbell, Amanda Brooke Perrin, Eric Toth, Kurt Smeaton, Winter Tekenos-Levy, Emily Hurson, Rosamund Small, Shebli Zarghami","https://m.media-amazon.com/images/M/MV5BODQxMmI3ZGQtOGRlNy00MzI3LWE3ZmItOWRjM2I2YjQyYzgzXkEyXkFqcGdeQXVyMzI2MzYyNzI@._V1_QL75_UY281_CR19,0,190,281_.jpg"
https://www.imdb.com/title/tt15837338/?ref_=sr_t_282,PAW Patrol: The Mighty Movie,5.9,"Animation, Action, Adventure","Dan Duran, Kristen Bell, James Marsden, Finn Lee-Epp, Luxton Handspiker, Mckenna Grace, Christian Corrao, Marsai Martin, Callum Shoniker, Christian Convery, Taraji P. Henson, Lil Rel Howery, Saint West, Kim Roberts, Alan Kim, North West, Brice Gonzalez, Nylan Parthipan","September 29, 2023 (United States)",1 hour 28 minutes,United States,English,"Nickelodeon Animation Studios, Nickelodeon Movies, Paramount Animation","A magical meteor falls in Adventure City and gives the PAW Patrol superpowers, transforming them into the Mighty Pups. But they face their most powerful challenge when Humdinger teams up with a mad scientist to steal their powers.","CA$40,387,500 (estimated)","$202,231,360",PG,Cal Brunker,"Cal Brunker, Bob Barlen, Cal Brunker, Bob Barlen, Shane Morris, Keith Chapman","https://m.media-amazon.com/images/M/MV5BMGI4NTNlODItMGJlZi00OTIwLTlkM2ItMWFkZjJhZDIzMDc3XkEyXkFqcGdeQXVyMTEyNzQ1MTk0._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt8089592/?ref_=sr_t_283,Little Fires Everywhere,7.7,"Drama, Mystery, Thriller","Reese Witherspoon, Kerry Washington, Rosemarie DeWitt, Lexi Underwood, Joshua Jackson, Jade Pettyjohn, Megan Stott, Gavin Lewis, Jordan Elsass, Lu Huang, Stevonte Hart, Geoff Stults, Colby French, Isabel Gravitt, Paul Yen, Jesse Williams, Sarita Choudhury, Byron Mann","March 18, 2020 (United States)",58 minutes,United States,English,"ABC Signature, Best Day Ever Productions, Hello Sunshine","Based on Celeste Ng's 2017 bestseller, ""Little Fires Everywhere"" follows the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives.",,,TV-MA,"Lynn Shelton, Nzingha Stewart, Michael Weaver","Celeste Ng, Liz Tigelaar, Liz Tigelaar, Shannon Houston, Shannon Houston, Harris Danow, Rosa Handelman, Attica Locke, Raamla Mohamed, Amy Talkington, Nancy Won","https://m.media-amazon.com/images/M/MV5BZjNiMTQzMDYtNzk2ZC00ODc4LTk4OWQtZDBkMTllYWZlYzI1XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
https://www.imdb.com/title/tt0999913/?ref_=sr_t_284,Straw Dogs,5.8,"Action, Drama, Thriller","James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods, Dominic Purcell, Rhys Coiro, Billy Lush, Laz Alonso, Willa Holland, Walton Goggins, Anson Mount, Drew Powell, Kristen Shaw, Megan Adelle, Jessica Dockrey, Randall Newsome, Tim J. Smith, Richard Folmer","September 16, 2011 (United States)",1 hour 50 minutes,United States,English,"Screen Gems, Battleplan Productions","Los Angeles screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.","$25,000,000 (estimated)","$11,168,712",R,Rod Lurie,"Rod Lurie, David Zelag Goodman, Sam Peckinpah, Gordon Williams","https://m.media-amazon.com/images/M/MV5BMzQ1MTk5ODIzM15BMl5BanBnXkFtZTgwMzU1MzgyMjI@._V1_QL75_UY281_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt4630562/?ref_=sr_t_285,The Fate of the Furious,6.6,"Action, Crime, Thriller","Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Charlize Theron, Kurt Russell, Nathalie Emmanuel, Luke Evans, Elsa Pataky, Kristofer Hivju, Scott Eastwood, Patrick St. Esprit, Janmarco Santiago, Luke Hawx, Corey Maher, Olek Krupa","April 14, 2017 (United States)",2 hours 16 minutes,United States,English,"Universal Pictures, China Film Co., Ltd., Original Film","When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.","$250,000,000 (estimated)","$1,236,009,236",PG-13,F. Gary Gray,"Gary Scott Thompson, Chris Morgan","https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_QL75_UX190_CR0,10,190,281_.jpg"
https://www.imdb.com/title/tt0078902/?ref_=sr_t_286,Breaking Away,7.7,"Comedy, Drama, Sport","Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley, Barbara Barrie, Paul Dooley, Robyn Douglass, Hart Bochner, Amy Wright, Peter Maloney, John Ashton, Lisa Shure, Jennifer K. Mickel, P.J. Soles, David K. Blase, William S. Armstrong, Howard S. Wilcox, J.F. Brière","July 20, 1979 (United States)",1 hour 41 minutes,United States,English,Twentieth Century Fox,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,"$2,300,000 (estimated)","$16,424,918",PG,Peter Yates,Steve Tesich,"https://m.media-amazon.com/images/M/MV5BNGQ5NDE5ODItNTE1ZS00ZGYyLWI0NmQtZTA2NDYxOTEyYTFmXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,4,190,281_.jpg"
https://www.imdb.com/title/tt1259571/?ref_=sr_t_287,The Twilight Saga: New Moon,4.8,"Adventure, Drama, Fantasy","Kristen Stewart, Robert Pattinson, Taylor Lautner, Christina Jastrzembska, Billy Burke, Anna Kendrick, Michael Welch, Justin Chon, Christian Serratos, Ashley Greene, Jackson Rathbone, Russell Roberts, Cam Gigandet, Michael Sheen, Jamie Campbell Bower, Christopher Heyerdahl, Peter Facinelli, Curtis Caravaggio","November 20, 2009 (United States)",2 hours 10 minutes,United States,English,"Temple Hill Entertainment, Maverick Films, Imprint Entertainment","After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly.","$50,000,000 (estimated)","$711,048,123",PG-13,Chris Weitz,"Melissa Rosenberg, Stephenie Meyer","https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0372183/?ref_=sr_t_288,The Bourne Supremacy,7.7,"Action, Mystery, Thriller","Matt Damon, Franka Potente, Joan Allen, Brian Cox, Julia Stiles, Karl Urban, Gabriel Mann, Marton Csokas, Tom Gallop, John Bedford Lloyd, Ethan Sandler, Michelle Monaghan, Karel Roden, Tomas Arana, Oksana Akinshina, Yevgeni Sitokhin, Marina Weis, Tim Griffin","July 23, 2004 (United States)",1 hour 48 minutes,United States,English,"Universal Pictures, Motion Picture THETA Produktionsgesellschaft, The Kennedy/Marshall Company","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","$75,000,000 (estimated)","$290,835,269",PG-13,Paul Greengrass,"Robert Ludlum, Tony Gilroy","https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0399295/?ref_=sr_t_289,Lord of War,7.6,"Crime, Drama","Nicolas Cage, Ethan Hawke, Jared Leto, Bridget Moynahan, Shake Tukhmanyan, Jean-Pierre Nshanian, Jared Burke, Eric Uys, David Shumbris, Stewart Morgan, Jasper Lenz, Stephen Gregor, Kobus Marx, Stephan De Abreu, Jeremy Crutchley, Ian Holm, Tanya Finch, Lize Jooste","September 16, 2005 (United States)",2 hours 2 minutes,United States,English,"Entertainment Manufacturing Company, VIP 3 Medienfonds, Ascendant Pictures",An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,"$50,000,000 (estimated)","$72,617,068",R,Andrew Niccol,Andrew Niccol,"https://m.media-amazon.com/images/M/MV5BMTYzZWE3MDAtZjZkMi00MzhlLTlhZDUtNmI2Zjg3OWVlZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg"
https://www.imdb.com/title/tt0462499/?ref_=sr_t_290,Rambo,7.0,"Action, Adventure, Thriller","Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish, Reynaldo Gallegos, Jake La Botz, Tim Kang, Maung Maung Khin, Paul Schulze, Cameron Pearson, Thomas Peterson, Tony Skarberg, James With, Kasikorn Niyompattana, Shaliew 'Lek' Bamrungbun, Supakorn Kitsuwon, Aung Aay Noi, Ken Howard","January 25, 2008 (United States)",1 hour 32 minutes,Germany,English,"Lionsgate Films, The Weinstein Company, Millennium Films","In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.","$50,000,000 (estimated)","$113,244,290",R,Sylvester Stallone,"Art Monterastelli, Sylvester Stallone, David Morrell","https://m.media-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt1219827/?ref_=sr_t_291,Ghost in the Shell,6.3,"Action, Crime, Drama","Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche, Michael Pitt, Chin Han, Danusia Samal, Lasarus Ratuere, Yutaka Izumihara, Tawanda Manyimo, Peter Ferdinando, Anamaria Marinca, Daniel Henshall, Mana Hira Davis, Erroll Anderson, Kai Fung Rieck, Andrew Stehlin, Matthias Luafutu","March 31, 2017 (United States)",1 hour 47 minutes,United States,English,"Paramount Pictures, Dreamworks Pictures, Reliance Entertainment","In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.","$110,000,000 (estimated)","$169,846,945",PG-13,Rupert Sanders,"Shirow Masamune, Jamie Moss, William Wheeler, Ehren Kruger","https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt0455967/?ref_=sr_t_292,John Tucker Must Die,5.7,"Comedy, Romance","Jesse Metcalfe, Ashanti, Arielle Kebbel, Sophia Bush, Brittany Snow, Penn Badgley, Jenny McCarthy-Wahlberg, Terrell J. Ramsey, Kevin McNulty, Patricia Drake, Amanda Li, Jeffrey Ballard, Taylor Kitsch, Steve Bacic, Dean Wray, Johnny Cuthbert, Aaron Dudley, Marc Menard","July 28, 2006 (United States)",1 hour 29 minutes,United States,English,"Twentieth Century Fox, Landscape Entertainment, Dune Entertainment",Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,"$18,000,000 (estimated)","$68,844,775",PG-13,Betty Thomas,Jeff Lowell,"https://m.media-amazon.com/images/M/MV5BOGIxZTkzMjItZDhiNy00NzA0LTg1MzMtYzFlMTc1ODQzODIzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
https://www.imdb.com/title/tt21105088/?ref_=sr_t_293,Golden Boy,6.0,"Drama, Romance","Afra Saraçoglu, Mert Ramazan Demir, Gülçin Santircioglu, Emre Altug, Beril Pozam, Gözde Kansu, Diren Polatogullari, Ersin Arici, Öznur Serçeler, Sezin Bozaci, Hülya Duyar, Yigit Tuncay, Serif Sezer, Çetin Tekindor, Muhammed Mustafa, Buçe Buse Kahraman, Selen Özbayrak, Irem Altug","September 23, 2022 (United States)",2 hours,Turkey,Turkish,OGM Pictures,"Halis Aga, the pillar of one of Gaziantep's well-established families, decides to marry off his unruly grandson Ferit to bring him into line.",,,,"Burcu Alptekin, Alptekin Bozkurt","Gülseren Budayicioglu, Mehmet Baris Günger, Çagri Çam, Ekin Akçay, Leyla Uslu Oter, Rana Mamatlioglu, Bekir Baran Sitki","https://m.media-amazon.com/images/M/MV5BOTY4ZjQwNDktMTIxZS00NTRjLTgzM2UtMGRmZGM5NGUxZTEyXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg"
https://www.imdb.com/title/tt0264246/?ref_=sr_t_294,Fat Friends,7.5,Drama,"Ruth Jones, Janet Dibley, Alison Steadman, Gaynor Faye, James Corden, Lisa Riley, Lynda Baron, Jonathan Ryland, Richard Ridings, Kathryn Hunt, Barrie Rutter, David Harewood, Paul Warriner, Bill Rodgers, Josie Lawrence, Oliver Pickering, Julian Kerridge, Rita May","October 12, 2000 (United Kingdom)",48 minutes,United Kingdom,English,"Rollem Productions, Tiger Aspect Productions, Yorkshire Television (YTV)",Drama series following eight women's struggle to lose weight at a weekly slimming club.,,,,"Audrey Cooke, Lance Kneeshaw, John Anderson, David Wheatley, Tania Díez, Dan Zeff, John Deery","Kay Mellor, Kay Mellor, Kay Mellor, Kay Mellor, Gaynor Faye, Debbie Oates, Debbie Oates, Katie Baxendale, Jayne Daniel, Lisa Holdsworth, Ruth Jones","https://m.media-amazon.com/images/M/MV5BMTI4NzA3NzUxMF5BMl5BanBnXkFtZTcwNTEyNjI0MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
